Chr	Start	End	Similarity
contig_1	2200000	2210000	1
contig_1	2210000	2220000	1
contig_1	2220000	2230000	1
contig_1	2230000	2240000	0.9682
contig_1	2240000	2250000	1
contig_1	2250000	2260000	0.7201
contig_1	2260000	2270000	1
contig_1	2270000	2280000	1
contig_1	2280000	2290000	1
contig_1	2290000	2300000	1
contig_1	2300000	2310000	1
contig_1	2310000	2320000	1
contig_1	2320000	2330000	1
contig_1	2330000	2340000	1
contig_1	2340000	2350000	1
contig_1	2350000	2360000	0.9778
contig_1	2360000	2370000	1
contig_1	2370000	2380000	1
contig_1	2380000	2390000	0.9737
contig_1	2390000	2400000	0.9766
contig_1	2400000	2410000	1
contig_1	2410000	2420000	1
contig_1	2420000	2430000	1
contig_1	2430000	2440000	1
contig_1	2440000	2450000	1
contig_1	2450000	2460000	1
contig_1	2460000	2470000	1
contig_1	2470000	2480000	1
contig_1	2480000	2490000	1
contig_1	2490000	2500000	1
contig_1	2500000	2510000	1
contig_1	2510000	2520000	1
contig_1	2520000	2530000	0.9443
contig_1	2530000	2540000	1
contig_1	2540000	2550000	1
contig_1	2550000	2560000	1
contig_1	2560000	2570000	1
contig_1	2570000	2580000	0.9982
contig_1	2580000	2590000	1
contig_1	2590000	2600000	1
contig_1	2600000	2610000	1
contig_1	2610000	2620000	1
contig_1	2620000	2630000	0.8339
contig_1	2630000	2640000	1
contig_1	2640000	2650000	1
contig_1	2650000	2660000	1
contig_1	2660000	2670000	0.9309
contig_1	2670000	2680000	0.9656
contig_1	2680000	2690000	1
contig_1	2690000	2700000	1
contig_1	2700000	2710000	0.9821
contig_1	2710000	2720000	1
contig_1	2720000	2730000	1
contig_1	2730000	2740000	1
contig_1	2740000	2750000	1
contig_1	2750000	2760000	1
contig_1	2760000	2770000	1
contig_1	2770000	2780000	1
contig_1	2780000	2790000	1
contig_1	2790000	2800000	0.9643
contig_1	2800000	2810000	1
contig_1	2810000	2820000	1
contig_1	2820000	2830000	1
contig_1	2830000	2840000	1
contig_1	2840000	2850000	1
contig_1	2850000	2860000	0.9959
contig_1	2860000	2870000	0.9942
contig_1	2870000	2880000	1
contig_1	2880000	2890000	1
contig_1	2890000	2900000	1
contig_1	2900000	2910000	1
contig_1	2910000	2920000	1
contig_1	2920000	2930000	0.7895
contig_1	2930000	2940000	0.1653
contig_1	2940000	2950000	0.2144
contig_1	2950000	2960000	0.4624
contig_1	2960000	2970000	0.8595
contig_1	2970000	2980000	1
contig_1	2980000	2990000	1
contig_1	2990000	3000000	1
contig_1	3000000	3010000	1
contig_1	3010000	3020000	0.9851
contig_1	3020000	3030000	1
contig_1	3030000	3040000	1
contig_1	3040000	3050000	1
contig_1	3050000	3060000	1
contig_1	3060000	3070000	1
contig_1	3070000	3080000	1
contig_1	3080000	3090000	1
contig_1	3090000	3100000	1
contig_1	3100000	3110000	0.9839
contig_1	3110000	3120000	0.985
contig_1	3120000	3130000	1
contig_1	3130000	3140000	1
contig_1	3140000	3150000	1
contig_1	3150000	3160000	1
contig_1	3160000	3170000	1
contig_1	3170000	3180000	1
contig_1	3180000	3190000	1
contig_1	3190000	3200000	0.3097
contig_1	3200000	3210000	1
contig_1	3210000	3220000	1
contig_1	3220000	3230000	1
contig_1	3230000	3240000	1
contig_1	3240000	3250000	0.9703
contig_1	3250000	3260000	0.9632
contig_1	3260000	3270000	1
contig_1	3270000	3280000	1
contig_1	3280000	3290000	1
contig_1	3290000	3300000	1
contig_1	3300000	3310000	1
contig_1	3310000	3320000	1
contig_1	3320000	3330000	1
contig_1	3330000	3340000	1
contig_1	3340000	3350000	1
contig_1	3350000	3360000	1
contig_1	3360000	3370000	1
contig_1	3370000	3380000	0.237
contig_1	3380000	3390000	0.9613
contig_1	3390000	3400000	1
contig_1	3400000	3410000	1
contig_1	3410000	3420000	0.9764
contig_1	3420000	3430000	1
contig_1	3430000	3440000	1
contig_1	3440000	3450000	0.7989
contig_1	3450000	3460000	0.0807
contig_1	3460000	3470000	0.4663
contig_1	3470000	3480000	0.5219
contig_1	3480000	3490000	0.2888
contig_1	3490000	3500000	1
contig_1	3500000	3510000	1
contig_1	3510000	3520000	1
contig_1	3520000	3530000	1
contig_1	3530000	3540000	1
contig_1	3540000	3550000	1
contig_1	3550000	3560000	0.8183
contig_1	3560000	3570000	1
contig_1	3570000	3580000	0.8392
contig_1	3580000	3590000	0.8935
contig_1	3590000	3600000	1
contig_1	3600000	3610000	1
contig_1	3610000	3620000	1
contig_1	3620000	3630000	0.9813
contig_1	3630000	3640000	0.9911
contig_1	3640000	3650000	1
contig_1	3650000	3660000	1
contig_1	3660000	3670000	1
contig_1	3670000	3680000	1
contig_1	3680000	3690000	1
contig_1	3690000	3700000	1
contig_1	3700000	3710000	1
contig_1	3710000	3720000	1
contig_1	3720000	3730000	1
contig_1	3730000	3740000	1
contig_1	3740000	3750000	1
contig_1	3750000	3760000	0.9688
contig_1	3760000	3770000	0.9687
contig_1	3770000	3780000	1
contig_1	3780000	3790000	1
contig_1	3790000	3800000	0.8744
contig_1	3800000	3810000	1
contig_1	3810000	3820000	1
contig_1	3820000	3830000	1
contig_1	3830000	3840000	1
contig_1	3840000	3850000	1
contig_1	3850000	3860000	1
contig_1	3860000	3870000	1
contig_1	3870000	3880000	1
contig_1	3880000	3890000	1
contig_1	3890000	3900000	1
contig_1	3900000	3910000	1
contig_1	3910000	3920000	1
contig_1	3920000	3930000	1
contig_1	3930000	3940000	1
contig_1	3940000	3950000	1
contig_1	3950000	3960000	0.8231
contig_1	3960000	3970000	1
contig_1	3970000	3980000	1
contig_1	3980000	3990000	0.994
contig_1	3990000	4000000	1
contig_1	4000000	4010000	1
contig_1	4010000	4020000	1
contig_1	4020000	4030000	1
contig_1	4030000	4040000	1
contig_1	4040000	4050000	1
contig_1	4050000	4060000	1
contig_1	4060000	4070000	1
contig_1	4070000	4080000	1
contig_1	4080000	4090000	0.9961
contig_1	4090000	4100000	0.964
contig_1	4100000	4110000	1
contig_1	4110000	4120000	1
contig_1	4120000	4130000	0.9798
contig_1	4130000	4140000	1
contig_1	4140000	4150000	1
contig_1	4150000	4160000	1
contig_1	4160000	4170000	1
contig_1	4170000	4180000	0.9862
contig_1	4180000	4190000	1
contig_1	4190000	4200000	1
contig_1	4200000	4210000	1
contig_1	4210000	4220000	1
contig_1	4220000	4230000	1
contig_1	4230000	4240000	1
contig_1	4240000	4250000	1
contig_1	4250000	4260000	1
contig_1	4260000	4270000	1
contig_1	4270000	4280000	1
contig_1	4280000	4290000	1
contig_1	4290000	4300000	1
contig_1	4300000	4310000	1
contig_1	4310000	4320000	1
contig_1	4320000	4330000	1
contig_1	4330000	4340000	1
contig_1	4340000	4350000	1
contig_1	4350000	4360000	1
contig_1	4360000	4370000	0.9959
contig_1	4370000	4380000	1
contig_1	4380000	4390000	0.9618
contig_1	4390000	4400000	1
contig_1	4400000	4410000	0.9845
contig_1	4410000	4420000	1
contig_1	4420000	4430000	1
contig_1	4430000	4440000	1
contig_1	4440000	4450000	1
contig_1	4450000	4460000	1
contig_1	4460000	4470000	1
contig_1	4470000	4480000	1
contig_1	4480000	4490000	1
contig_1	4490000	4500000	1
contig_1	4500000	4510000	1
contig_1	4510000	4520000	0.9899
contig_1	4520000	4530000	1
contig_1	4530000	4540000	1
contig_1	4540000	4550000	1
contig_1	4550000	4560000	1
contig_1	4560000	4570000	1
contig_1	4570000	4580000	1
contig_1	4580000	4590000	1
contig_1	4590000	4600000	1
contig_1	4600000	4610000	1
contig_1	4610000	4620000	1
contig_1	4620000	4630000	1
contig_1	4630000	4640000	1
contig_1	4640000	4650000	1
contig_1	4650000	4660000	1
contig_1	4660000	4670000	1
contig_1	4670000	4680000	1
contig_1	4680000	4690000	1
contig_1	4690000	4700000	0.9999
contig_1	4700000	4710000	1
contig_1	4710000	4720000	1
contig_1	4720000	4730000	1
contig_1	4730000	4740000	0.9196
contig_1	4740000	4750000	1
contig_1	4750000	4760000	1
contig_1	4760000	4770000	1
contig_1	4770000	4780000	1
contig_1	4780000	4790000	1
contig_1	4790000	4800000	1
contig_1	4800000	4810000	1
contig_1	4810000	4820000	1
contig_1	4820000	4830000	1
contig_1	4830000	4840000	1
contig_1	4840000	4850000	1
contig_1	4850000	4860000	1
contig_1	4860000	4870000	0.9672
contig_1	4870000	4880000	0.9791
contig_1	4880000	4890000	0.6633
contig_1	4890000	4900000	1
contig_1	4900000	4910000	1
contig_1	4910000	4920000	1
contig_1	4920000	4930000	1
contig_1	4930000	4940000	1
contig_1	4940000	4950000	1
contig_1	4950000	4960000	1
contig_1	4960000	4970000	1
contig_1	4970000	4980000	1
contig_1	4980000	4990000	1
contig_1	4990000	5000000	1
contig_1	5000000	5010000	1
contig_1	5010000	5020000	1
contig_1	5020000	5030000	0.9523
contig_1	5030000	5040000	1
contig_1	5040000	5050000	1
contig_1	5050000	5060000	0.9907
contig_1	5060000	5070000	1
contig_1	5070000	5080000	1
contig_1	5080000	5090000	1
contig_1	5090000	5100000	1
contig_1	5100000	5110000	0.9967
contig_1	5110000	5120000	1
contig_1	5120000	5130000	0.9906
contig_1	5130000	5140000	1
contig_1	5140000	5150000	1
contig_1	5150000	5160000	1
contig_1	5160000	5170000	1
contig_1	5170000	5180000	1
contig_1	5180000	5190000	1
contig_1	5190000	5200000	1
contig_1	5200000	5210000	1
contig_1	5210000	5220000	1
contig_1	5220000	5230000	1
contig_1	5230000	5240000	1
contig_1	5240000	5250000	1
contig_1	5250000	5260000	1
contig_1	5260000	5270000	1
contig_1	5270000	5280000	1
contig_1	5280000	5290000	1
contig_1	5290000	5300000	1
contig_1	5300000	5310000	1
contig_1	5310000	5320000	1
contig_1	5320000	5330000	1
contig_1	5330000	5340000	1
contig_1	5340000	5350000	1
contig_1	5350000	5360000	1
contig_1	5360000	5370000	1
contig_1	5370000	5380000	1
contig_1	5380000	5390000	1
contig_1	5390000	5400000	1
contig_1	5400000	5410000	1
contig_1	5410000	5420000	0.9752
contig_1	5420000	5430000	1
contig_1	5430000	5440000	0.9953
contig_1	5440000	5450000	1
contig_1	5450000	5460000	1
contig_1	5460000	5470000	1
contig_1	5470000	5480000	0.9749
contig_1	5480000	5490000	1
contig_1	5490000	5500000	1
contig_1	5500000	5510000	1
contig_1	5510000	5520000	0.9264
contig_1	5520000	5530000	1
contig_1	5530000	5540000	1
contig_1	5540000	5550000	1
contig_1	5550000	5560000	1
contig_1	5560000	5570000	1
contig_1	5570000	5580000	1
contig_1	5580000	5590000	0.371
contig_1	5590000	5600000	1
contig_1	5600000	5610000	1
contig_1	5610000	5620000	1
contig_1	5620000	5630000	1
contig_1	5630000	5640000	1
contig_1	5640000	5650000	1
contig_1	5650000	5660000	0.9922
contig_1	5660000	5670000	0.9733
contig_1	5670000	5680000	1
contig_1	5680000	5690000	1
contig_1	5690000	5700000	1
contig_1	5700000	5710000	1
contig_1	5710000	5720000	1
contig_1	5720000	5730000	1
contig_1	5730000	5740000	1
contig_1	5740000	5750000	1
contig_1	5750000	5760000	1
contig_1	5760000	5770000	1
contig_1	5770000	5780000	1
contig_1	5780000	5790000	1
contig_1	5790000	5800000	1
contig_1	5800000	5810000	1
contig_1	5810000	5820000	1
contig_1	5820000	5830000	1
contig_1	5830000	5840000	1
contig_1	5840000	5850000	1
contig_1	5850000	5860000	1
contig_1	5860000	5870000	1
contig_1	5870000	5880000	1
contig_1	5880000	5890000	1
contig_1	5890000	5900000	1
contig_1	5900000	5910000	1
contig_1	5910000	5920000	1
contig_1	5920000	5930000	1
contig_1	5930000	5940000	1
contig_1	5940000	5950000	1
contig_1	5950000	5960000	0.991
contig_1	5960000	5970000	1
contig_1	5970000	5980000	0.9974
contig_1	5980000	5990000	1
contig_1	5990000	6000000	1
contig_1	6000000	6010000	1
contig_1	6010000	6020000	1
contig_1	6020000	6030000	1
contig_1	6030000	6040000	1
contig_1	6040000	6050000	1
contig_1	6050000	6060000	1
contig_1	6060000	6070000	1
contig_1	6070000	6080000	1
contig_1	6080000	6090000	1
contig_1	6090000	6100000	1
contig_1	6100000	6110000	1
contig_1	6110000	6120000	1
contig_1	6120000	6130000	1
contig_1	6130000	6140000	1
contig_1	6140000	6150000	1
contig_1	6150000	6160000	1
contig_1	6160000	6170000	1
contig_1	6170000	6180000	0.9735
contig_1	6180000	6190000	0.8981
contig_1	6190000	6200000	0.1537
contig_1	6200000	6210000	1
contig_1	6210000	6220000	1
contig_1	6220000	6230000	1
contig_1	6230000	6240000	1
contig_1	6240000	6250000	1
contig_1	6250000	6260000	1
contig_1	6260000	6270000	1
contig_1	6270000	6280000	1
contig_1	6280000	6290000	1
contig_1	6290000	6300000	1
contig_1	6300000	6310000	1
contig_1	6310000	6320000	1
contig_1	6320000	6330000	1
contig_1	6330000	6340000	0.9369
contig_1	6340000	6350000	0.9363
contig_1	6350000	6360000	1
contig_1	6360000	6370000	1
contig_1	6370000	6380000	1
contig_1	6380000	6390000	1
contig_1	6390000	6400000	1
contig_1	6400000	6410000	1
contig_1	6410000	6420000	1
contig_1	6420000	6430000	1
contig_1	6430000	6440000	1
contig_1	6440000	6450000	1
contig_1	6450000	6460000	1
contig_1	6460000	6470000	1
contig_1	6470000	6480000	1
contig_1	6480000	6490000	1
contig_1	6490000	6500000	0.9467
contig_1	6500000	6510000	0.9417
contig_1	6510000	6520000	1
contig_1	6520000	6530000	1
contig_1	6530000	6540000	1
contig_1	6540000	6550000	1
contig_1	6550000	6560000	1
contig_1	6560000	6570000	1
contig_1	6570000	6580000	1
contig_1	6580000	6590000	1
contig_1	6590000	6600000	1
contig_1	6600000	6610000	1
contig_1	6610000	6620000	1
contig_1	6620000	6630000	1
contig_1	6630000	6640000	1
contig_1	6640000	6650000	1
contig_1	6650000	6660000	0.9921
contig_1	6660000	6670000	1
contig_1	6670000	6680000	0.9835
contig_1	6680000	6690000	1
contig_1	6690000	6700000	1
contig_1	6700000	6710000	1
contig_1	6710000	6720000	1
contig_1	6720000	6730000	1
contig_1	6730000	6740000	1
contig_1	6740000	6750000	1
contig_1	6750000	6760000	1
contig_1	6760000	6770000	0.8364
contig_1	6770000	6780000	0.5879
contig_1	6780000	6790000	0.7462
contig_1	6790000	6800000	1
contig_1	6800000	6810000	1
contig_1	6810000	6820000	0.9678
contig_1	6820000	6830000	1
contig_1	6830000	6840000	1
contig_1	6840000	6850000	1
contig_1	6850000	6860000	1
contig_1	6860000	6870000	1
contig_1	6870000	6880000	0.9559
contig_1	6880000	6890000	0.995
contig_1	6890000	6900000	1
contig_1	6900000	6910000	1
contig_1	6910000	6920000	1
contig_1	6920000	6930000	1
contig_1	6930000	6940000	1
contig_1	6940000	6950000	1
contig_1	6950000	6960000	1
contig_1	6960000	6970000	0.9769
contig_1	6970000	6980000	1
contig_1	6980000	6990000	1
contig_1	6990000	7000000	1
contig_1	7000000	7010000	1
contig_1	7010000	7020000	1
contig_1	7020000	7030000	1
contig_1	7030000	7040000	0.9951
contig_1	7040000	7050000	0.9569
contig_1	7050000	7060000	1
contig_1	7060000	7070000	1
contig_1	7070000	7080000	1
contig_1	7080000	7090000	1
contig_1	7090000	7100000	1
contig_1	7100000	7110000	1
contig_1	7110000	7120000	1
contig_1	7120000	7130000	1
contig_1	7130000	7140000	1
contig_1	7140000	7150000	1
contig_1	7150000	7160000	1
contig_1	7160000	7170000	1
contig_1	7170000	7180000	1
contig_1	7180000	7190000	1
contig_1	7190000	7200000	1
contig_1	7200000	7210000	1
contig_1	7210000	7220000	1
contig_1	7220000	7230000	1
contig_1	7230000	7240000	1
contig_1	7240000	7250000	0.9962
contig_1	7250000	7260000	1
contig_1	7260000	7270000	1
contig_1	7270000	7280000	1
contig_1	7280000	7290000	0.9865
contig_1	7290000	7300000	1
contig_1	7300000	7310000	1
contig_1	7310000	7320000	1
contig_1	7320000	7330000	1
contig_1	7330000	7340000	1
contig_1	7340000	7350000	0.9404
contig_1	7350000	7360000	1
contig_1	7360000	7370000	1
contig_1	7370000	7380000	1
contig_1	7380000	7390000	1
contig_1	7390000	7400000	1
contig_1	7400000	7410000	1
contig_1	7410000	7420000	1
contig_1	7420000	7430000	1
contig_1	7430000	7440000	1
contig_1	7440000	7450000	1
contig_1	7450000	7460000	1
contig_1	7460000	7470000	0.9976
contig_1	7470000	7480000	1
contig_1	7480000	7490000	1
contig_1	7490000	7500000	0.9555
contig_1	7500000	7510000	0.759
contig_1	7510000	7520000	1
contig_1	7520000	7530000	1
contig_1	7530000	7540000	1
contig_1	7540000	7550000	1
contig_1	7550000	7560000	1
contig_1	7560000	7570000	1
contig_1	7570000	7580000	1
contig_1	7580000	7590000	1
contig_1	7590000	7600000	1
contig_1	7600000	7610000	1
contig_1	7610000	7620000	1
contig_1	7620000	7630000	1
contig_1	7630000	7635729	0.8353448276
contig_2	0	10000	0.8847
contig_2	10000	20000	1
contig_2	20000	30000	0.9002
contig_2	30000	40000	0.9161
contig_2	40000	50000	0.866
contig_2	50000	60000	1
contig_2	60000	70000	1
contig_2	70000	80000	1
contig_2	80000	90000	1
contig_2	90000	100000	1
contig_2	100000	110000	1
contig_2	110000	120000	1
contig_2	120000	130000	1
contig_2	130000	140000	1
contig_2	140000	150000	1
contig_2	150000	160000	1
contig_2	160000	170000	1
contig_2	170000	180000	0.9944
contig_2	180000	190000	1
contig_2	190000	200000	1
contig_2	200000	210000	1
contig_2	210000	220000	0.9972
contig_2	220000	230000	1
contig_2	230000	240000	1
contig_2	240000	250000	0.969
contig_2	250000	260000	0.9913
contig_2	260000	270000	1
contig_2	270000	280000	1
contig_2	280000	290000	1
contig_2	290000	300000	1
contig_2	300000	310000	0.7111
contig_2	310000	320000	0.9065
contig_2	320000	330000	0.9417
contig_2	330000	340000	1
contig_2	340000	350000	1
contig_2	350000	360000	1
contig_2	360000	370000	1
contig_2	370000	380000	1
contig_2	380000	390000	1
contig_2	390000	400000	1
contig_2	400000	410000	1
contig_2	410000	420000	1
contig_2	420000	430000	1
contig_2	430000	440000	1
contig_2	440000	450000	1
contig_2	450000	460000	1
contig_2	460000	470000	1
contig_2	470000	480000	1
contig_2	480000	490000	0.9836
contig_2	490000	500000	1
contig_2	500000	510000	1
contig_2	510000	520000	1
contig_2	520000	530000	1
contig_2	530000	540000	1
contig_2	540000	550000	1
contig_2	550000	560000	0.9809
contig_2	560000	570000	1
contig_2	570000	580000	1
contig_2	580000	590000	1
contig_2	590000	600000	1
contig_2	600000	610000	1
contig_2	610000	620000	0.9604
contig_2	620000	630000	0.9923
contig_2	630000	640000	0.9816
contig_2	640000	650000	0.5619
contig_2	650000	660000	1
contig_2	660000	670000	1
contig_2	670000	680000	1
contig_2	680000	690000	1
contig_2	690000	700000	1
contig_2	700000	710000	0.9345
contig_2	710000	720000	1
contig_2	720000	730000	1
contig_2	730000	740000	1
contig_2	740000	750000	1
contig_2	750000	760000	1
contig_2	760000	770000	1
contig_2	770000	780000	0.9971
contig_2	780000	790000	1
contig_2	790000	800000	1
contig_2	800000	810000	0.9795
contig_2	810000	820000	0.989
contig_2	820000	830000	1
contig_2	830000	840000	0.7863
contig_2	840000	850000	1
contig_2	850000	860000	0.9059
contig_2	860000	870000	1
contig_2	870000	880000	1
contig_2	880000	890000	0.9743
contig_2	890000	900000	1
contig_2	900000	910000	0.9825
contig_2	910000	920000	1
contig_2	920000	930000	1
contig_2	930000	940000	0.9527
contig_2	940000	950000	1
contig_2	950000	960000	1
contig_2	960000	970000	1
contig_2	970000	980000	1
contig_2	980000	990000	1
contig_2	990000	1000000	1
contig_2	1000000	1010000	1
contig_2	1010000	1020000	1
contig_2	1020000	1030000	1
contig_2	1030000	1040000	1
contig_2	1040000	1050000	1
contig_2	1050000	1060000	1
contig_2	1060000	1070000	1
contig_2	1070000	1080000	1
contig_2	1080000	1090000	1
contig_2	1090000	1100000	1
contig_2	1100000	1110000	1
contig_2	1110000	1120000	1
contig_2	1120000	1130000	1
contig_2	1130000	1140000	1
contig_2	1140000	1150000	1
contig_2	1150000	1160000	1
contig_2	1160000	1170000	0.998
contig_2	1170000	1180000	1
contig_2	1180000	1190000	1
contig_2	1190000	1200000	1
contig_2	1200000	1210000	1
contig_2	1210000	1220000	1
contig_2	1220000	1230000	1
contig_2	1230000	1240000	1
contig_2	1240000	1250000	1
contig_2	1250000	1260000	1
contig_2	1260000	1270000	1
contig_2	1270000	1280000	1
contig_2	1280000	1290000	1
contig_2	1290000	1300000	1
contig_2	1300000	1310000	1
contig_2	1310000	1320000	1
contig_2	1320000	1330000	1
contig_2	1330000	1340000	1
contig_2	1340000	1350000	1
contig_2	1350000	1360000	0.9814
contig_2	1360000	1370000	1
contig_2	1370000	1380000	1
contig_2	1380000	1390000	1
contig_2	1390000	1400000	1
contig_2	1400000	1410000	1
contig_2	1410000	1420000	1
contig_2	1420000	1430000	1
contig_2	1430000	1440000	1
contig_2	1440000	1450000	1
contig_2	1450000	1460000	1
contig_2	1460000	1470000	0.9816
contig_2	1470000	1480000	0.776
contig_2	1480000	1490000	1
contig_2	1490000	1500000	1
contig_2	1500000	1510000	1
contig_2	1510000	1520000	1
contig_2	1520000	1530000	1
contig_2	1530000	1540000	1
contig_2	1540000	1550000	1
contig_2	1550000	1560000	1
contig_2	1560000	1570000	1
contig_2	1570000	1580000	1
contig_2	1580000	1590000	1
contig_2	1590000	1600000	1
contig_2	1600000	1610000	1
contig_2	1610000	1620000	1
