Chr	Start	End	Similarity
contig_1	3050000	3060000	0.9081
contig_1	3060000	3070000	0.7367
contig_1	3070000	3080000	0.576
contig_1	3080000	3090000	0.7831
contig_1	3090000	3100000	0.8055
contig_1	3100000	3110000	0.8837
contig_1	3110000	3120000	0.6717
contig_1	3120000	3130000	0.942
contig_1	3130000	3140000	0.7429
contig_1	3140000	3150000	0.7281
contig_1	3150000	3160000	1
contig_1	3160000	3170000	0.9536
contig_1	3170000	3180000	0.9662
contig_1	3180000	3190000	0.1169
contig_1	3190000	3200000	0
contig_1	3200000	3210000	0.6404
contig_1	3210000	3220000	0.7567
contig_1	3220000	3230000	0.743
contig_1	3230000	3240000	0.8503
contig_1	3240000	3250000	1
contig_1	3250000	3260000	1
contig_1	3260000	3270000	0.9474
contig_1	3270000	3280000	0.4733
contig_1	3280000	3290000	0.5223
contig_1	3290000	3300000	1
contig_1	3300000	3310000	0.9715
contig_1	3310000	3320000	0.9262
contig_1	3320000	3330000	0.9899
contig_1	3330000	3340000	0.9566
contig_1	3340000	3350000	0.9319
contig_1	3350000	3360000	1
contig_1	3360000	3370000	0.931
contig_1	3370000	3380000	0
contig_1	3380000	3390000	0.6578
contig_1	3390000	3400000	0.9422
contig_1	3400000	3410000	0.4338
contig_1	3410000	3420000	0
contig_1	3420000	3430000	0.9194
contig_1	3430000	3440000	0.9554
contig_1	3440000	3450000	0.9748
contig_1	3450000	3460000	1
contig_1	3460000	3470000	1
contig_1	3470000	3480000	1
contig_1	3480000	3490000	1
contig_1	3490000	3500000	1
contig_1	3500000	3510000	0.8046
contig_1	3510000	3520000	0.8758
contig_1	3520000	3530000	0.5883
contig_1	3530000	3540000	1
contig_1	3540000	3550000	0.0974
contig_1	3550000	3560000	0
contig_1	3560000	3570000	0.7827
contig_1	3570000	3580000	0.5717
contig_1	3580000	3590000	0.0468
contig_1	3590000	3600000	0.7539
contig_1	3600000	3610000	0.8267
contig_1	3610000	3620000	0.9349
contig_1	3620000	3630000	0.506
contig_1	3630000	3640000	0
contig_1	3640000	3650000	0.9348
contig_1	3650000	3660000	0.6255
contig_1	3660000	3670000	0.7688
contig_1	3670000	3680000	0.9712
contig_1	3680000	3690000	0.8888
contig_1	3690000	3700000	0.718
contig_1	3700000	3710000	0.9026
contig_1	3710000	3720000	0.974
contig_1	3720000	3730000	0.0517
contig_1	3730000	3740000	0.5956
contig_1	3740000	3750000	0.9527
contig_1	3750000	3760000	0.4628
contig_1	3760000	3770000	0
contig_1	3770000	3780000	0.8259
contig_1	3780000	3790000	0.9354
contig_1	3790000	3800000	0.9823
contig_1	3800000	3810000	0.8275
contig_1	3810000	3820000	0.8266
contig_1	3820000	3830000	0.7931
contig_1	3830000	3840000	0.9104
contig_1	3840000	3850000	0.5274
contig_1	3850000	3860000	0.7795
contig_1	3860000	3870000	0.9428
contig_1	3870000	3880000	0.9145
contig_1	3880000	3890000	0.9715
contig_1	3890000	3900000	0.7044
contig_1	3900000	3910000	0.9284
contig_1	3910000	3920000	0.9592
contig_1	3920000	3930000	0.8687
contig_1	3930000	3940000	0.8991
contig_1	3940000	3950000	1
contig_1	3950000	3960000	1
contig_1	3960000	3970000	0.819
contig_1	3970000	3980000	0.0798
contig_1	3980000	3990000	0
contig_1	3990000	4000000	0.7746
contig_1	4000000	4010000	0.6599
contig_1	4010000	4020000	0.6786
contig_1	4020000	4030000	0.8927
contig_1	4030000	4040000	0.2986
contig_1	4040000	4050000	0.5246
contig_1	4050000	4060000	0.6419
contig_1	4060000	4070000	0.8888
contig_1	4070000	4080000	0.9342
contig_1	4080000	4090000	0.6243
contig_1	4090000	4100000	0
contig_1	4100000	4110000	0.7619
contig_1	4110000	4120000	0.4343
contig_1	4120000	4130000	0
contig_1	4130000	4140000	0.7624
contig_1	4140000	4150000	0.6629
contig_1	4150000	4160000	0.7612
contig_1	4160000	4170000	0.4225
contig_1	4170000	4180000	0.2633
contig_1	4180000	4190000	0.957
contig_1	4190000	4200000	0.9308
contig_1	4200000	4210000	0.9711
contig_1	4210000	4220000	0.968
contig_1	4220000	4230000	0.952
contig_1	4230000	4240000	0.6668
contig_1	4240000	4250000	0.7621
contig_1	4250000	4260000	1
contig_1	4260000	4270000	0.466
contig_1	4270000	4280000	0.8318
contig_1	4280000	4290000	0.4409
contig_1	4290000	4300000	0.7242
contig_1	4300000	4310000	0.4544
contig_1	4310000	4320000	0.1835
contig_1	4320000	4330000	0.4556
contig_1	4330000	4340000	1
contig_1	4340000	4350000	0.3732
contig_1	4350000	4360000	0.236
contig_1	4360000	4370000	0.2559
contig_1	4370000	4380000	0.4331
contig_1	4380000	4390000	0.9321
contig_1	4390000	4400000	0.9935
contig_1	4400000	4410000	1
contig_1	4410000	4420000	0.8154
contig_1	4420000	4430000	1
contig_1	4430000	4440000	0.879
contig_1	4440000	4450000	0.8791
contig_1	4450000	4460000	1
contig_1	4460000	4470000	1
contig_1	4470000	4480000	0.8657
contig_1	4480000	4490000	1
contig_1	4490000	4500000	0.74
contig_1	4500000	4510000	0.6193
contig_1	4510000	4520000	0.6016
contig_1	4520000	4530000	0.9624
contig_1	4530000	4540000	0.7482
contig_1	4540000	4550000	0.5662
contig_1	4550000	4560000	0.5131
contig_1	4560000	4570000	0.7523
contig_1	4570000	4580000	1
contig_1	4580000	4590000	0.8841
contig_1	4590000	4600000	0.7567
contig_1	4600000	4610000	0.7682
contig_1	4610000	4620000	1
contig_1	4620000	4630000	0.9533
contig_1	4630000	4640000	0.5849
contig_1	4640000	4650000	0.7948
contig_1	4650000	4660000	0.5795
contig_1	4660000	4670000	1
contig_1	4670000	4680000	1
contig_1	4680000	4690000	1
contig_1	4690000	4700000	0.9574
contig_1	4700000	4710000	0.9786
contig_1	4710000	4720000	0.5839
contig_1	4720000	4730000	0.8036
contig_1	4730000	4740000	0
contig_1	4740000	4750000	0
contig_1	4750000	4760000	0.9303
contig_1	4760000	4770000	1
contig_1	4770000	4780000	0.9448
contig_1	4780000	4790000	0.9639
contig_1	4790000	4800000	0.8367
contig_1	4800000	4810000	1
contig_1	4810000	4820000	0.8747
contig_1	4820000	4830000	0.6941
contig_1	4830000	4840000	0.6354
contig_1	4840000	4850000	0
contig_1	4850000	4860000	0.8646
contig_1	4860000	4870000	1
contig_1	4870000	4880000	1
contig_1	4880000	4890000	1
contig_1	4890000	4900000	0.9649
contig_1	4900000	4910000	0.0981
contig_1	4910000	4920000	0
contig_1	4920000	4930000	0.2687
contig_1	4930000	4940000	0.9221
contig_1	4940000	4950000	0.9144
contig_1	4950000	4960000	0.9479
contig_1	4960000	4970000	0.8161
contig_1	4970000	4980000	0.3207
contig_1	4980000	4990000	0.2188
contig_1	4990000	5000000	0.6805
contig_1	5000000	5010000	0.2046
contig_1	5010000	5020000	0.657
contig_1	5020000	5030000	0.9812
contig_1	5030000	5040000	0.5186
contig_1	5040000	5050000	0.9503
contig_1	5050000	5060000	1
contig_1	5060000	5070000	0.2208
contig_1	5070000	5080000	1
contig_1	5080000	5090000	0.938
contig_1	5090000	5100000	0.348
contig_1	5100000	5110000	0.0215
contig_1	5110000	5120000	0.2182
contig_1	5120000	5130000	0
contig_1	5130000	5140000	0
contig_1	5140000	5150000	0.8264
contig_1	5150000	5160000	0.977
contig_1	5160000	5170000	0.9707
contig_1	5170000	5180000	0.7315
contig_1	5180000	5190000	0.3514
contig_1	5190000	5200000	0.4748
contig_1	5200000	5210000	0.7085
contig_1	5210000	5220000	0.8286
contig_1	5220000	5230000	1
contig_1	5230000	5240000	0.8594
contig_1	5240000	5250000	0.7784
contig_1	5250000	5260000	0.8656
contig_1	5260000	5270000	0.9578
contig_1	5270000	5280000	1
contig_1	5280000	5290000	0.484
contig_1	5290000	5300000	0.1098
contig_1	5300000	5310000	0.7511
contig_1	5310000	5320000	0.329
contig_1	5320000	5330000	0.6608
contig_1	5330000	5340000	0
contig_1	5340000	5350000	0.2934
contig_1	5350000	5360000	0.6499
contig_1	5360000	5370000	0.5547
contig_1	5370000	5380000	0.7109
contig_1	5380000	5390000	0.6523
contig_1	5390000	5400000	0.1875
contig_1	5400000	5410000	0.536
contig_1	5410000	5420000	0.083
contig_1	5420000	5430000	0.3256
contig_1	5430000	5440000	0.1451
contig_1	5440000	5450000	0.4529
contig_1	5450000	5460000	1
contig_1	5460000	5470000	0.7091
contig_1	5470000	5480000	0.4786
contig_1	5480000	5490000	0.1209
contig_1	5490000	5500000	0.9315
contig_1	5500000	5510000	0.3339
contig_1	5510000	5520000	0.5541
contig_1	5520000	5530000	0
contig_1	5530000	5540000	0.6037
contig_1	5540000	5550000	1
contig_1	5550000	5560000	0.8019
contig_1	5560000	5570000	0.9294
contig_1	5570000	5580000	0.2279
contig_1	5580000	5590000	0
contig_1	5590000	5600000	0.7309
contig_1	5600000	5610000	0.7368
contig_1	5610000	5620000	0.3263
contig_1	5620000	5630000	1
contig_1	5630000	5640000	0.9027
contig_1	5640000	5650000	0.1519
contig_1	5650000	5660000	0.6589
contig_1	5660000	5670000	0.0643
contig_1	5670000	5680000	0.7544
contig_1	5680000	5690000	0.9074
contig_1	5690000	5700000	0.9352
contig_1	5700000	5710000	0.8665
contig_1	5710000	5720000	0.8712
contig_1	5720000	5730000	0.4165
contig_1	5730000	5740000	0.773
contig_1	5740000	5750000	0.6463
contig_1	5750000	5760000	0.8166
contig_1	5760000	5770000	0.8952
contig_1	5770000	5780000	0.9587
contig_1	5780000	5790000	0.9652
contig_1	5790000	5800000	0.6338
contig_1	5800000	5810000	0.9024
contig_1	5810000	5820000	0.8345
contig_1	5820000	5830000	0.5305
contig_1	5830000	5840000	0.3385
contig_1	5840000	5850000	0.9498
contig_1	5850000	5860000	1
contig_1	5860000	5870000	0.9749
contig_1	5870000	5880000	0.9839
contig_1	5880000	5890000	0.9475
contig_1	5890000	5900000	0.9137
contig_1	5900000	5910000	0.7991
contig_1	5910000	5920000	0.9504
contig_1	5920000	5930000	0.4985
contig_1	5930000	5940000	0.8213
contig_1	5940000	5950000	0.9201
contig_1	5950000	5960000	0.045
contig_1	5960000	5970000	0
contig_1	5970000	5980000	0
contig_1	5980000	5990000	0.5444
contig_1	5990000	6000000	0.9839
contig_1	6000000	6010000	0.9837
contig_1	6010000	6020000	0.9378
contig_1	6020000	6030000	1
contig_1	6030000	6040000	1
contig_1	6040000	6050000	0.9652
contig_1	6050000	6060000	0.7434
contig_1	6060000	6070000	0.7509
contig_1	6070000	6080000	1
contig_1	6080000	6090000	0.9227
contig_1	6090000	6100000	0.7206
contig_1	6100000	6110000	0.9323
contig_1	6110000	6120000	0.9379
contig_1	6120000	6130000	0.9625
contig_1	6130000	6140000	1
contig_1	6140000	6150000	0.9541
contig_1	6150000	6160000	0.563
contig_1	6160000	6170000	0
contig_1	6170000	6180000	0.029
contig_1	6180000	6190000	0.3967
contig_1	6190000	6200000	0
contig_1	6200000	6210000	0.7848
contig_1	6210000	6220000	0.717
contig_1	6220000	6230000	0.8195
contig_1	6230000	6240000	0.5295
contig_1	6240000	6250000	0.829
contig_1	6250000	6260000	0.649
contig_1	6260000	6270000	0.632
contig_1	6270000	6280000	0.777
contig_1	6280000	6290000	0.925
contig_1	6290000	6300000	0.806
contig_1	6300000	6310000	0.5397
contig_1	6310000	6320000	0.8756
contig_1	6320000	6330000	0.574
contig_1	6330000	6340000	0.8751
contig_1	6340000	6350000	0.7803
contig_1	6350000	6360000	0.7233
contig_1	6360000	6370000	0.9617
contig_1	6370000	6380000	0.9118
contig_1	6380000	6390000	1
contig_1	6390000	6400000	0.488
contig_1	6400000	6410000	0.3419
contig_1	6410000	6420000	0
contig_1	6420000	6430000	0.9036
contig_1	6430000	6440000	0.9983
contig_1	6440000	6450000	0.8304
contig_1	6450000	6460000	0.8259
contig_1	6460000	6470000	0.9606
contig_1	6470000	6480000	0.5951
contig_1	6480000	6490000	0.4244
contig_1	6490000	6500000	0.4468
contig_1	6500000	6510000	0.2796
contig_1	6510000	6520000	0.9811
contig_1	6520000	6530000	0.9947
contig_1	6530000	6540000	0.7578
contig_1	6540000	6550000	0.9157
contig_1	6550000	6560000	0.5037
contig_1	6560000	6570000	0.2857
contig_1	6570000	6580000	0
contig_1	6580000	6590000	0.4082
contig_1	6590000	6600000	0.8547
contig_1	6600000	6610000	0.7575
contig_1	6610000	6620000	0
contig_1	6620000	6630000	0.3429
contig_1	6630000	6640000	0.4021
contig_1	6640000	6650000	0
contig_1	6650000	6660000	0
contig_1	6660000	6670000	0
contig_1	6670000	6680000	0
contig_1	6680000	6690000	0
contig_1	6690000	6700000	0
contig_1	6700000	6710000	0
contig_1	6710000	6720000	0
contig_1	6720000	6730000	0
contig_1	6730000	6740000	0
contig_1	6740000	6750000	0
contig_1	6750000	6760000	0
contig_1	6760000	6770000	0
contig_1	6770000	6780000	0
contig_1	6780000	6790000	0
contig_1	6790000	6800000	0
contig_1	6800000	6810000	0
contig_1	6810000	6820000	0
contig_1	6820000	6830000	0
contig_1	6830000	6840000	0.7066
contig_1	6840000	6850000	0.1427
contig_1	6850000	6860000	0.2944
contig_1	6860000	6870000	0
contig_1	6870000	6880000	0
contig_1	6880000	6890000	0.2151
contig_1	6890000	6900000	0.2884
contig_1	6900000	6910000	0.0675
contig_1	6910000	6920000	0.0925
contig_1	6920000	6930000	0.5737
contig_1	6930000	6940000	0.5085
contig_1	6940000	6950000	0
contig_1	6950000	6960000	0.6792
contig_1	6960000	6970000	0.5029
contig_1	6970000	6980000	0.6274
contig_1	6980000	6990000	0.654
contig_1	6990000	7000000	0.9212
contig_1	7000000	7010000	1
contig_1	7010000	7020000	0.9273
contig_1	7020000	7030000	0.2825
contig_1	7030000	7040000	0
contig_1	7040000	7050000	0.3281
contig_1	7050000	7060000	0.1342
contig_1	7060000	7070000	0.3549
contig_1	7070000	7080000	0
contig_1	7080000	7090000	0
contig_1	7090000	7100000	0
contig_1	7100000	7110000	0
contig_1	7110000	7120000	0
contig_1	7120000	7130000	0.2683
contig_1	7130000	7140000	0
contig_1	7140000	7150000	0
contig_1	7150000	7160000	0.4459
contig_1	7160000	7170000	0.4235
contig_1	7170000	7180000	0.3137
contig_1	7180000	7190000	0.0744
contig_1	7190000	7200000	0
contig_1	7200000	7210000	0
contig_1	7210000	7220000	0
contig_1	7220000	7230000	0
contig_1	7230000	7240000	0
contig_1	7240000	7250000	0
contig_1	7250000	7260000	0
contig_1	7260000	7270000	0.156
contig_1	7270000	7280000	0
contig_1	7280000	7290000	0.2476
contig_1	7290000	7300000	0
contig_1	7300000	7310000	0
contig_1	7310000	7320000	0
contig_1	7320000	7330000	0
contig_1	7330000	7340000	0
contig_1	7340000	7350000	0
contig_1	7350000	7360000	0.1481
contig_1	7360000	7370000	0
contig_1	7370000	7380000	0
contig_1	7380000	7390000	0
contig_1	7390000	7400000	0
contig_1	7400000	7410000	0.0885
contig_1	7410000	7420000	0
contig_1	7420000	7430000	0
contig_1	7430000	7440000	0
contig_1	7440000	7450000	0
contig_1	7450000	7460000	0
contig_1	7460000	7470000	0.151
contig_1	7470000	7480000	0.2804
contig_1	7480000	7490000	0
contig_1	7490000	7500000	0.0938
contig_1	7500000	7510000	0
contig_1	7510000	7520000	0
contig_1	7520000	7530000	0
contig_1	7530000	7540000	0.3943
contig_1	7540000	7550000	0.3411
contig_1	7550000	7560000	0.2061
contig_1	7560000	7570000	0.4525
contig_1	7570000	7580000	0
contig_1	7580000	7590000	0
contig_1	7590000	7600000	0
contig_1	7600000	7610000	0
contig_1	7610000	7620000	0
contig_1	7620000	7630000	0
contig_1	7630000	7635729	0
contig_2	0	10000	0.3905
contig_2	10000	20000	0
contig_2	20000	30000	0
contig_2	30000	40000	0.2029
contig_2	40000	50000	0.3281
contig_2	50000	60000	0.4478
contig_2	60000	70000	0.4543
contig_2	70000	80000	0.8747
contig_2	80000	90000	0.7567
contig_2	90000	100000	0.573
contig_2	100000	110000	0.6926
contig_2	110000	120000	0.6187
contig_2	120000	130000	0.4485
contig_2	130000	140000	0.0257
contig_2	140000	150000	0.0419
contig_2	150000	160000	0.8277
contig_2	160000	170000	0.0055
contig_2	170000	180000	0
contig_2	180000	190000	0
contig_2	190000	200000	0
contig_2	200000	210000	0.0143
contig_2	210000	220000	0.3555
contig_2	220000	230000	0.1633
contig_2	230000	240000	0
contig_2	240000	250000	0
contig_2	250000	260000	0
contig_2	260000	270000	0
contig_2	270000	280000	0.3367
contig_2	280000	290000	0
contig_2	290000	300000	0
contig_2	300000	310000	0
contig_2	310000	320000	0
contig_2	320000	330000	0
contig_2	330000	340000	0
contig_2	340000	350000	0
contig_2	350000	360000	0.4105
contig_2	360000	370000	0.4377
contig_2	370000	380000	0.6984
contig_2	380000	390000	0
contig_2	390000	400000	0.2533
contig_2	400000	410000	0.2938
contig_2	410000	420000	0
contig_2	420000	430000	0.4227
contig_2	430000	440000	0.3592
contig_2	440000	450000	0.9495
contig_2	450000	460000	0.162
contig_2	460000	470000	0.959
contig_2	470000	480000	0.5366
contig_2	480000	490000	0.1566
contig_2	490000	500000	0.4653
contig_2	500000	510000	0
contig_2	510000	520000	0.3333
contig_2	520000	530000	0.6261
contig_2	530000	540000	0.2143
contig_2	540000	550000	0.0404
contig_2	550000	560000	0.23
contig_2	560000	570000	0.1216
contig_2	570000	580000	0
contig_2	580000	590000	0
contig_2	590000	600000	0.2719
contig_2	600000	610000	0.316
contig_2	610000	620000	0.5003
contig_2	620000	630000	0
contig_2	630000	640000	0
contig_2	640000	650000	0
contig_2	650000	660000	0.6139
contig_2	660000	670000	0.1594
contig_2	670000	680000	0.4512
contig_2	680000	690000	0.7468
contig_2	690000	700000	0.1306
contig_2	700000	710000	0.355
contig_2	710000	720000	0
contig_2	720000	730000	0.3852
